2018-03-22,961.6846484835943
2018-03-23,990.5303835452335
2018-03-24,1011.4919531069867
2018-03-25,999.1584891609247
2018-03-26,999.1027737634852
2018-03-27,999.2255834646381
2018-03-28,983.0451539594724
2018-03-29,980.7531416785018
2018-03-30,973.0912200636233
2018-03-31,953.183341901043
2018-04-01,983.8511977272959
2018-04-02,983.6777311376468
2018-04-03,983.7574032246835
2018-04-04,982.651544818502
2018-04-05,989.4702028349011
2018-04-06,1000.3843018761032
2018-04-07,1002.6699215238177
2018-04-08,1006.6944218523485
2018-04-09,1006.6610501379317
2018-04-10,1006.5774923700343
2018-04-11,1012.6028528430742
2018-04-12,1004.9812384919783
2018-04-13,1015.6401849003993
2018-04-14,1026.8216866959126
2018-04-15,1019.5422367147818
2018-04-16,1019.5284250097873
2018-04-17,1019.3332077107428
2018-04-18,1004.9350056894526
2018-04-19,1018.7525025780885
2018-04-20,1025.8096737068079
2018-04-21,1045.5371143118175
2018-04-22,1041.2990188098047
2018-04-23,1041.3508934314295
2018-04-24,1041.2717928547763
2018-04-25,1041.3099770252368
2018-04-26,1039.6412228275365
2018-04-27,1038.5859044911645
2018-04-28,1048.7559110155269
2018-04-29,1039.0516798667436
2018-04-30,1038.9564623469905
