INFY,4/23/18,52.76098100000013,1108.783426
INFY,4/22/18,52.67409100000009,1108.870316
INFY,4/26/18,40.23048300000005,1121.313924
MEP,2018-04-26,1.4081173910134908,76.44663488523378
MEP,2018-04-22,0.39108460120777977,77.46366767503949
MEP,2018-04-20,-0.7637181604253556,78.61847043667262
BAJAJ-AUTO,2018-04-23,43.21109372764022,2796.466391698751
BAJAJ-AUTO,2018-04-19,24.150727346414897,2840.7927183602224
BAJAJ-AUTO,2018-04-22,12.470696477354068,2827.206788949037
BIOCON,2018-04-23,22.92216935133581,574.59963274367
BIOCON,2018-04-26,20.391037229594303,577.1307648654115
BIOCON,2018-04-20,17.882592341391614,579.6392097536142
FORTIS,2018-04-28,30.450006999999985,123.454133
FORTIS,2018-05-02,25.65821999999997,128.24592
FORTIS,2018-05-04,25.308924999999988,128.595215
GILLETTE,2018-04-23,178.1188000000002,6460.7027
GILLETTE,2018-04-16,165.31264999999985,6473.50885
GILLETTE,2018-04-26,162.39949999999953,6476.4220000000005
GMRINFRA,2018-04-23,4.136113999999999,16.704431
GMRINFRA,2018-04-28,3.9847899999999967,16.855755000000002
GMRINFRA,2018-04-26,3.8334684999999986,17.0070765
HINDUNILVR,2018-04-16,120.07730000000015,1299.7676999999999
HINDUNILVR,2018-04-23,117.58195,1302.26305
HINDUNILVR,2018-04-19,109.84699999999998,1309.998
HDFC,2018-04-19,96.04119999999989,1779.414
HDFC,2018-04-23,80.92264999999998,1794.53255
HDFC,2018-04-16,79.12059999999974,1796.3346000000001
HCLTECH,2018-04-19,45.75642085009247,924.521567965898
HCLTECH,2018-04-22,41.619651555397354,928.6583372605932
HCLTECH,2018-04-20,34.95814997863192,935.3198388373586
HEROMOTOCO,2018-04-23,128.65641446271047,3407.919584017859
HEROMOTOCO,2018-04-22,90.22993018296211,3446.3460682976074
HEROMOTOCO,2018-04-21,78.96341854284583,3457.6125799377237
HOTELEELA,2018-04-22,0.3483622864616578,17.2194553356945
HOTELEELA,2018-04-26,0.2985346503636528,17.269282971792506
HOTELEELA,2018-04-23,0.09957240957312052,17.46824521258304
NIITTECH,2018-04-19,55.581454539972356,873.8829010398069
NIITTECH,2018-04-20,28.113141149613057,901.3512144301662
NIITTECH,2018-04-16,21.081748883183764,908.3826066965955
PETRONET,2018-04-26,4.985135420981351,227.56220775387843
PETRONET,2018-04-27,4.12475955311379,228.42258362174599
PETRONET,2018-04-19,2.83841789772066,234.05608890027332
POWERGRID,2018-04-16,6.954430000000002,192.042305
POWERGRID,2018-04-22,6.504135000000019,192.49259999999998
POWERGRID,2018-04-28,5.953759999999988,193.042975
RELIANCE,2018-04-20,17.750983725671176,891.4314294520503
RELIANCE,2018-04-19,12.370634386015695,896.8117787917058
RELIANCE,2018-04-21,10.88056077885983,898.3018523988617
RELINFRA,2018-04-23,44.39272499999993,418.610085
RELINFRA,2018-04-19,38.818389999999965,424.18442
RELINFRA,2018-04-26,38.26600999999994,424.7368
SBIN,2018-04-23,28.641025000000013,233.71285
SBIN,2018-04-22,21.857275000000016,240.4966
SBIN,2018-05-02,17.23439000000002,245.119485
SIEMENS,2018-04-28,52.3159999999998,1074.9519
SIEMENS,2018-04-19,34.55794999999989,1092.70995
SIEMENS,2018-04-23,34.15554999999995,1093.1123499999999
SUBEX,2018-04-26,0.7496694999999995,7.784876499999999
SUBEX,2018-04-23,0.5414352499999993,7.99311075
SUBEX,2018-04-28,0.5414352499999993,7.99311075
TALBROAUTO,2018-04-22,56.879800000000046,268.25374999999997
TALBROAUTO,2018-04-20,55.76914999999997,269.36440000000005
TALBROAUTO,2018-04-19,53.59540000000004,271.53815
TATACOMM,2018-04-23,42.987750000000005,619.2274
TATACOMM,2018-04-28,39.98485000000005,622.2302999999999
TATACOMM,2018-04-26,39.83465000000001,622.3805
TATAMOTORS,2018-04-28,37.189115000000015,327.53111
TATAMOTORS,2018-04-23,33.19586000000004,331.524365
TATAMOTORS,2018-04-27,32.89634000000001,331.823885
TATAPOWER,2018-04-28,4.425000000000011,217.63225
TATAPOWER,2018-04-19,4.150000000000006,217.90725
TATAPOWER,2018-04-26,3.9750000000000227,218.08225
TVSMOTOR,2018-04-22,69.85974999999996,609.9739500000001
TVSMOTOR,2018-04-23,69.50828000000001,610.32542
TVSMOTOR,2018-04-19,61.525525000000016,618.308175
THOMASCOOK,2018-04-20,18.76836000000003,269.32656999999995
THOMASCOOK,2018-04-19,18.418004999999994,269.676925
THOMASCOOK,2018-04-22,18.267830000000004,269.8271
